sent_ind,cve_sent_ind,token,pos,tag,dep,label
172,8,6.1.5,NUM,CD,appos,vrs
173,8,through,ADP,IN,prep,<=
174,8,6.1.5.3,NUM,CD,compound,vre
175,8,CF27,PROPN,NNP,pobj,update
176,8,",",PUNCT,",",punct,sp
177,8,7.0.0,ADV,RB,appos,vrs
178,8,through,ADP,IN,prep,<=
179,8,7.0.0.2,NUM,CD,compound,vre
180,8,CF29,PROPN,NNP,pobj,update
181,8,",",PUNCT,",",punct,sp
182,8,8.0.0,NUM,CD,appos,vrs
183,8,before,ADP,IN,prep,<
184,8,8.0.0.1,NUM,CD,compound,vre
185,8,CF19,PROPN,NNP,pobj,update
186,8,",",PUNCT,",",punct,sp
187,8,and,CCONJ,CC,cc,sp
188,8,8.5.0,NUM,CD,nsubj,vrs
189,8,before,ADP,IN,prep,<
190,8,CF08,PROPN,NNP,nsubj,update
191,8,allows,VERB,VBZ,conj,verb
192,8,remote,ADJ,JJ,amod,O
193,8,attackers,NOUN,NNS,nsubj,O
194,8,to,PART,TO,aux,O
195,8,inject,VERB,VB,ccomp,O
196,8,arbitrary,ADJ,JJ,amod,O
197,8,web,NOUN,NN,compound,O
198,8,script,NOUN,NN,dobj,O
199,8,or,CCONJ,CC,cc,O
200,8,HTML,NOUN,NN,conj,O
201,8,via,ADP,IN,prep,O
202,8,a,DET,DT,det,O
203,8,crafted,VERB,VBN,amod,O
204,8,URL,NOUN,NN,pobj,O
205,8,",",PUNCT,",",punct,O
206,8,a,DET,DT,det,O
207,8,different,ADJ,JJ,amod,O
208,8,vulnerability,NOUN,NN,npadvmod,O
209,8,than,ADP,IN,prep,O
210,8,CVE-2015,NOUN,NN,compound,O
211,8,-,PUNCT,HYPH,punct,O
212,8,4998,NUM,CD,pobj,O
213,8,.,PUNCT,.,punct,O
214,10,DeluxeBB,NOUN,NNS,nsubj,pn
215,10,1.08,NUM,CD,nummod,vre
216,10,",",PUNCT,",",punct,=
217,10,and,CCONJ,CC,cc,=
218,10,possibly,ADV,RB,advmod,adverb
219,10,earlier,ADV,RBR,advmod,<
220,10,",",PUNCT,",",punct,sp
221,10,uses,VERB,VBZ,ROOT,verb
222,10,cookies,NOUN,NNS,dobj,O
223,10,that,DET,WDT,nsubj,O
224,10,include,VERB,VBP,relcl,O
225,10,the,DET,DT,det,O
226,10,MD5,NOUN,NN,compound,O
227,10,hash,NOUN,NN,dobj,O
228,10,of,ADP,IN,prep,O
229,10,a,DET,DT,det,O
230,10,password,NOUN,NN,pobj,O
231,10,",",PUNCT,",",punct,O
232,10,which,DET,WDT,nsubj,O
233,10,allows,VERB,VBZ,relcl,O
234,10,remote,ADJ,JJ,amod,O
235,10,attackers,NOUN,NNS,nsubj,O
236,10,to,PART,TO,aux,O
237,10,gain,VERB,VB,ccomp,O
238,10,privileges,NOUN,NNS,dobj,O
239,10,by,ADP,IN,prep,O
240,10,sniffing,VERB,VBG,pcomp,O
241,10,or,CCONJ,CC,cc,O
242,10,cross,NOUN,NN,subtok,O
243,10,-,ADJ,JJ,subtok,O
244,10,site,ADJ,JJ,amod,O
245,10,scripting,NOUN,NN,conj,O
246,10,(,PUNCT,-LRB-,punct,O
247,10,XSS,PROPN,NNP,appos,O
248,10,),PUNCT,-RRB-,punct,O
249,10,and,CCONJ,CC,cc,O
250,10,conduct,VERB,VB,conj,O
251,10,password,NOUN,NN,compound,O
252,10,guessing,NOUN,NN,compound,O
253,10,attacks,NOUN,NNS,dobj,O
254,10,.,PUNCT,.,punct,O
255,12,Prior,ADV,RB,advmod,<
256,12,to,PART,TO,aux,<
257,12,SEE,VERB,VB,advcl,pn
258,12,v11.1.3MP1,PROPN,NNP,dobj,vre
259,12,",",PUNCT,",",punct,sp
260,12,Symantec,PROPN,NNP,compound,pn
261,12,Endpoint,PROPN,NNP,compound,pn
262,12,Encryption,PROPN,NNP,nsubj,pn
263,12,can,VERB,MD,aux,verb
264,12,be,VERB,VB,ROOT,verb
265,12,susceptible,ADJ,JJ,acomp,O
266,12,to,ADP,IN,prep,O
267,12,a,DET,DT,det,O
268,12,denial,NOUN,NN,pobj,O
269,12,of,ADP,IN,prep,O
270,12,service,NOUN,NN,pobj,O
271,12,(,PUNCT,-LRB-,punct,O
272,12,DoS,NOUN,NN,nmod,O
273,12,),PUNCT,-RRB-,punct,O
274,12,attack,NOUN,NN,appos,O
275,12,",",PUNCT,",",punct,O
276,12,which,DET,WDT,nsubj,O
277,12,is,VERB,VBZ,relcl,O
278,12,a,DET,DT,det,O
279,12,type,NOUN,NN,attr,O
280,12,of,ADP,IN,prep,O
281,12,attack,NOUN,NN,pobj,O
282,12,whereby,ADV,WRB,advmod,O
283,12,the,DET,DT,det,O
284,12,perpetrator,NOUN,NN,nsubj,O
285,12,attempts,VERB,VBZ,relcl,O
286,12,to,PART,TO,aux,O
287,12,make,VERB,VB,xcomp,O
288,12,a,DET,DT,det,O
289,12,particular,ADJ,JJ,amod,O
290,12,machine,NOUN,NN,nsubj,O
291,12,or,CCONJ,CC,cc,O
292,12,network,NOUN,NN,compound,O
293,12,resource,NOUN,NN,conj,O
294,12,unavailable,ADJ,JJ,ccomp,O
295,12,to,ADP,IN,prep,O
296,12,its,DET,PRP$,poss,O
297,12,intended,VERB,VBN,amod,O
298,12,users,NOUN,NNS,pobj,O
299,12,by,ADP,IN,prep,O
300,12,temporarily,ADV,RB,advmod,O
301,12,or,CCONJ,CC,cc,O
302,12,indefinitely,ADV,RB,conj,O
303,12,disrupting,VERB,VBG,pcomp,O
304,12,services,NOUN,NNS,dobj,O
305,12,of,ADP,IN,prep,O
306,12,a,DET,DT,det,O
307,12,specific,ADJ,JJ,amod,O
308,12,host,NOUN,NN,pobj,O
309,12,within,ADP,IN,prep,O
310,12,a,DET,DT,det,O
311,12,network,NOUN,NN,pobj,O
312,12,.,PUNCT,.,punct,O
313,14,RubyGems,PROPN,NNP,compound,pn
314,14,version,NOUN,NN,nsubj,pn
315,14,Ruby,PROPN,NNP,ROOT,pn
316,14,2.2,NUM,CD,nummod,vr
317,14,series,NOUN,NN,dobj,vr
318,14,:,PUNCT,:,punct,sp
319,14,2.2.9,NUM,CD,appos,vre
320,14,and,CCONJ,CC,cc,=
321,14,earlier,ADV,RBR,conj,<
322,14,",",PUNCT,",",punct,sp
323,14,Ruby,PROPN,NNP,nmod,pn
324,14,2.3,NUM,CD,nummod,vr
325,14,series,NOUN,NN,appos,vr
326,14,:,PUNCT,:,punct,sp
327,14,2.3.6,NOUN,NNS,appos,vre
328,14,and,CCONJ,CC,cc,=
329,14,earlier,ADV,RBR,conj,<
330,14,",",PUNCT,",",punct,sp
331,14,Ruby,PROPN,NNP,nmod,pn
332,14,2.4,NUM,CD,nummod,vr
333,14,series,NOUN,NN,conj,vr
334,14,:,PUNCT,:,punct,sp
335,14,2.4.3,NUM,CD,nummod,vre
336,14,and,CCONJ,CC,cc,=
337,14,earlier,ADV,RBR,conj,<
338,14,",",PUNCT,",",punct,sp
339,14,Ruby,PROPN,NNP,nmod,pn
340,14,2.5,NUM,CD,nummod,vr
341,14,series,NOUN,NN,nsubj,vr
342,14,:,PUNCT,:,punct,sp
343,14,2.5.0,NUM,CD,appos,vre
344,14,and,CCONJ,CC,cc,=
345,14,earlier,ADV,RBR,conj,<
346,14,",",PUNCT,",",punct,sp
347,14,prior,ADV,RB,advmod,<
348,14,to,ADP,IN,prep,<
349,14,trunk,NOUN,NN,compound,O
350,14,revision,NOUN,NN,pobj,O
351,14,62422,NUM,CD,appos,O
352,14,contains,VERB,VBZ,ROOT,verb
353,14,a,DET,DT,det,O
354,14,Cross,PROPN,NNP,nmod,O
355,14,Site,NOUN,NN,nmod,O
356,14,Scripting,NOUN,NN,nmod,O
357,14,(,PUNCT,-LRB-,punct,O
358,14,XSS,PROPN,NNP,appos,O
359,14,),PUNCT,-RRB-,punct,O
360,14,vulnerability,NOUN,NN,dobj,O
361,14,in,ADP,IN,prep,O
362,14,gem,NOUN,NN,compound,O
363,14,server,NOUN,NN,compound,O
364,14,display,NOUN,NN,pobj,O
365,14,of,ADP,IN,prep,O
366,14,homepage,NOUN,NN,compound,O
367,14,attribute,NOUN,NN,pobj,O
368,14,that,DET,WDT,nsubj,O
369,14,can,VERB,MD,aux,O
370,14,result,VERB,VB,relcl,O
371,14,in,ADP,IN,prep,O
372,14,XSS,PROPN,NNP,pobj,O
373,14,.,PUNCT,.,punct,O
374,14,This,DET,DT,det,O
375,14,attack,NOUN,NN,nsubj,O
376,14,appear,VERB,VBP,ccomp,O
377,14,to,PART,TO,aux,O
378,14,be,VERB,VB,xcomp,O
379,14,exploitable,ADJ,JJ,acomp,O
380,14,via,ADP,IN,prep,O
381,14,the,DET,DT,det,O
382,14,victim,NOUN,NN,pobj,O
383,14,must,VERB,MD,aux,O
384,14,browse,VERB,VB,ROOT,O
385,14,to,ADP,IN,prep,O
386,14,a,DET,DT,det,O
387,14,malicious,ADJ,JJ,amod,O
388,14,gem,NOUN,NN,pobj,O
389,14,on,ADP,IN,prep,O
390,14,a,DET,DT,det,O
391,14,vulnerable,ADJ,JJ,amod,O
392,14,gem,NOUN,NN,compound,O
393,14,server,NOUN,NN,pobj,O
394,14,.,PUNCT,.,punct,O
395,14,This,DET,DT,det,O
396,14,vulnerability,NOUN,NN,nsubj,O
397,14,appears,VERB,VBZ,ROOT,O
398,14,to,PART,TO,aux,O
399,14,have,VERB,VB,aux,verb
400,14,been,VERB,VBN,auxpass,verb
401,14,fixed,VERB,VBN,xcomp,verb
402,14,in,ADP,IN,prep,O
403,14,2.7.6,NUM,CD,pobj,fixedv
404,14,.,PUNCT,.,punct,O
405,16,Cisco,PROPN,NNP,compound,pn
406,16,Wireless,PROPN,NNP,compound,pn
407,16,LAN,PROPN,NNP,compound,pn
408,16,Controller,PROPN,NNP,nsubj,pn
409,16,(,PUNCT,-LRB-,punct,pn
410,16,WLC,PROPN,NNP,nmod,pn
411,16,),PUNCT,-RRB-,punct,pn
412,16,devices,NOUN,NNS,appos,O
413,16,with,ADP,IN,prep,O
414,16,software,NOUN,NN,pobj,O
415,16,4.x,NUM,CD,nummod,vr
416,16,",",PUNCT,",",punct,sp
417,16,5.x,NUM,CD,appos,vr
418,16,",",PUNCT,",",punct,sp
419,16,6,NUM,CD,appos,version
420,16,",",PUNCT,",",punct,sp
421,16,and,CCONJ,CC,cc,sp
422,16,7,NUM,CD,conj,vrs
423,16,before,ADP,IN,prep,<
424,16,7.0.220.0,NUM,CD,pobj,vre
425,16,and,CCONJ,CC,cc,sp
426,16,7.1,NUM,CD,conj,vrs
427,16,before,ADP,IN,prep,<
428,16,7.1.91.0,NUM,CD,pobj,vre
429,16,",",PUNCT,",",punct,sp
430,16,when,ADV,WRB,advmod,adverb
431,16,WebAuth,PROPN,NNP,nsubjpass,O
432,16,is,VERB,VBZ,auxpass,O
433,16,enabled,VERB,VBN,advcl,O
434,16,",",PUNCT,",",punct,O
435,16,allow,VERB,VB,ROOT,O
436,16,remote,ADJ,JJ,amod,O
437,16,attackers,NOUN,NNS,nsubj,O
438,16,to,PART,TO,aux,O
439,16,cause,VERB,VB,ccomp,O
440,16,a,DET,DT,det,O
441,16,denial,NOUN,NN,dobj,O
442,16,of,ADP,IN,prep,O
443,16,service,NOUN,NN,pobj,O
444,16,(,PUNCT,-LRB-,punct,O
445,16,device,NOUN,NN,compound,O
446,16,reload,VERB,VB,parataxis,O
447,16,),PUNCT,-RRB-,punct,O
448,16,via,ADP,IN,prep,O
449,16,a,DET,DT,det,O
450,16,sequence,NOUN,NN,pobj,O
451,16,of,ADP,IN,prep,O
452,16,(,PUNCT,-LRB-,punct,O
453,16,1,NUM,CD,nummod,O
454,16,),PUNCT,-RRB-,punct,O
455,16,HTTP,PROPN,NNP,pobj,O
456,16,or,CCONJ,CC,cc,O
457,16,(,PUNCT,-LRB-,punct,O
458,16,2,PUNCT,LS,nummod,O
459,16,),PUNCT,-RRB-,punct,O
460,16,HTTPS,PROPN,NNP,compound,O
461,16,packets,NOUN,NNS,conj,O
462,16,",",PUNCT,",",punct,O
463,16,aka,ADV,RB,advmod,O
464,16,Bug,NOUN,NN,compound,O
465,16,ID,NOUN,NN,compound,O
466,16,CSCtt47435,PROPN,NNP,appos,O
467,16,.,PUNCT,.,punct,O
468,18,Microsoft,PROPN,NNP,compound,pn
469,18,Internet,NOUN,NN,nmod,pn
470,18,Explorer,PROPN,NNP,nmod,pn
471,18,6.0.2900,NUM,CD,compound,vre
472,18,SP2,ADJ,JJ,nsubj,update
473,18,and,CCONJ,CC,cc,=
474,18,earlier,ADV,RBR,advmod,<
475,18,allows,VERB,VBZ,ROOT,verb
476,18,remote,ADJ,JJ,amod,O
477,18,attackers,NOUN,NNS,nsubj,O
478,18,to,PART,TO,aux,O
479,18,cause,VERB,VB,ccomp,O
480,18,a,DET,DT,det,O
481,18,denial,NOUN,NN,dobj,O
482,18,of,ADP,IN,prep,O
483,18,service,NOUN,NN,pobj,O
484,18,(,PUNCT,-LRB-,punct,O
485,18,crash,NOUN,NN,appos,O
486,18,),PUNCT,-RRB-,punct,O
487,18,via,ADP,IN,prep,O
488,18,a,DET,DT,det,O
489,18,table,NOUN,NN,compound,O
490,18,element,NOUN,NN,pobj,O
491,18,with,ADP,IN,prep,O
492,18,a,DET,DT,det,O
493,18,CSS,NOUN,NN,compound,O
494,18,attribute,NOUN,NN,pobj,O
495,18,that,DET,WDT,nsubj,O
496,18,sets,VERB,VBZ,relcl,O
497,18,the,DET,DT,det,O
498,18,position,NOUN,NN,dobj,O
499,18,",",PUNCT,",",punct,O
500,18,which,DET,WDT,nsubj,O
501,18,triggers,VERB,VBZ,relcl,O
502,18,an,DET,DT,det,O
503,18,"""",PUNCT,``,punct,O
504,18,unhandled,ADJ,JJ,amod,O
505,18,exception,NOUN,NN,dobj,O
506,18,"""",PUNCT,'',punct,O
507,18,in,ADP,IN,prep,O
508,18,mshtml.dll,X,ADD,pobj,O
509,18,.,PUNCT,.,punct,O
