sent_ind,cve_sent_ind,token,pos,tag,dep,label
CVE-2004-2169,0,Application,NOUN,NN,compound,pn
CVE-2004-2169,0,Access,PROPN,NNP,compound,pn
CVE-2004-2169,0,Server,NOUN,NN,ROOT,pn
CVE-2004-2169,0,(,PUNCT,-LRB-,punct,O
CVE-2004-2169,0,A,PROPN,NNP,nmod,pn
CVE-2004-2169,0,-,PUNCT,HYPH,punct,pn
CVE-2004-2169,0,A,PROPN,NNP,compound,pn
CVE-2004-2169,0,-,PUNCT,HYPH,punct,pn
CVE-2004-2169,0,S,NOUN,NN,appos,pn
CVE-2004-2169,0,),PUNCT,-RRB-,punct,O
CVE-2004-2169,1,1.0.37,NUM,CD,ROOT,vre
CVE-2004-2169,1,and,CCONJ,CC,cc,=
CVE-2004-2169,1,earlier,ADJ,JJR,advmod,<
CVE-2004-2169,1,allows,VERB,VBZ,conj,O
CVE-2004-2169,1,remote,ADJ,JJ,amod,O
CVE-2004-2169,1,authenticated,VERB,VBN,amod,O
CVE-2004-2169,1,users,NOUN,NNS,nsubj,O
CVE-2004-2169,1,to,PART,TO,aux,O
CVE-2004-2169,1,cause,VERB,VB,ccomp,O
CVE-2004-2169,1,a,DET,DT,det,O
CVE-2004-2169,1,denial,NOUN,NN,dobj,O
CVE-2004-2169,1,of,ADP,IN,prep,O
CVE-2004-2169,1,service,NOUN,NN,pobj,O
CVE-2004-2169,1,(,PUNCT,-LRB-,punct,O
CVE-2004-2169,1,application,NOUN,NN,compound,O
CVE-2004-2169,1,crash,NOUN,NN,appos,O
CVE-2004-2169,1,),PUNCT,-RRB-,punct,O
CVE-2004-2169,1,via,ADP,IN,prep,O
CVE-2004-2169,1,a,DET,DT,det,O
CVE-2004-2169,1,long,ADJ,JJ,amod,O
CVE-2004-2169,1,file,NOUN,NN,compound,O
CVE-2004-2169,1,request,NOUN,NN,pobj,O
CVE-2004-2169,1,.,PUNCT,.,punct,O
CVE-2017-6053,0,A,DET,DT,det,O
CVE-2017-6053,0,Cross,PROPN,NNP,subtok,O
CVE-2017-6053,0,-,PROPN,NNP,subtok,O
CVE-2017-6053,0,Site,PROPN,NNP,compound,O
CVE-2017-6053,0,Scripting,NOUN,NN,compound,O
CVE-2017-6053,0,issue,NOUN,NN,nsubjpass,O
CVE-2017-6053,0,was,VERB,VBD,auxpass,O
CVE-2017-6053,0,discovered,VERB,VBN,ROOT,O
CVE-2017-6053,0,in,ADP,IN,prep,O
CVE-2017-6053,0,Trihedral,PROPN,NNP,compound,O
CVE-2017-6053,0,VTScada,PROPN,NNP,compound,pn
CVE-2017-6053,0,Versions,NOUN,NNS,pobj,O
CVE-2017-6053,0,prior,ADV,RB,advmod,<
CVE-2017-6053,0,to,ADP,IN,prep,<
CVE-2017-6053,0,11.2.26,NUM,CD,pobj,vre
CVE-2017-6053,0,.,PUNCT,.,punct,O
CVE-2017-6053,1,A,DET,DT,det,O
CVE-2017-6053,1,cross,ADJ,JJ,subtok,O
CVE-2017-6053,1,-,ADJ,JJ,subtok,O
CVE-2017-6053,1,site,NOUN,NN,amod,O
CVE-2017-6053,1,scripting,NOUN,NN,compound,O
CVE-2017-6053,1,vulnerability,NOUN,NN,nsubj,O
CVE-2017-6053,1,may,VERB,MD,aux,O
CVE-2017-6053,1,allow,VERB,VB,ROOT,O
CVE-2017-6053,1,JavaScript,PROPN,NNP,compound,O
CVE-2017-6053,1,code,NOUN,NN,dobj,O
CVE-2017-6053,1,supplied,VERB,VBN,acl,O
CVE-2017-6053,1,by,ADP,IN,agent,O
CVE-2017-6053,1,the,DET,DT,det,O
CVE-2017-6053,1,attacker,NOUN,NN,pobj,O
CVE-2017-6053,1,to,PART,TO,aux,O
CVE-2017-6053,1,execute,VERB,VB,advcl,O
CVE-2017-6053,1,within,ADP,IN,prep,O
CVE-2017-6053,1,the,DET,DT,det,O
CVE-2017-6053,1,user,NOUN,NN,poss,O
CVE-2017-6053,1,'s,PART,POS,case,O
CVE-2017-6053,1,browser,NOUN,NN,pobj,O
CVE-2017-6053,1,.,PUNCT,.,punct,O
CVE-2009-0891,0,The,DET,DT,det,O
CVE-2009-0891,0,Web,PROPN,NNP,compound,O
CVE-2009-0891,0,Services,PROPN,NNPS,compound,O
CVE-2009-0891,0,Security,PROPN,NNP,compound,O
CVE-2009-0891,0,component,NOUN,NN,ROOT,O
CVE-2009-0891,0,in,ADP,IN,prep,O
CVE-2009-0891,0,IBM,PROPN,NNP,compound,O
CVE-2009-0891,0,WebSphere,PROPN,NNP,compound,pn
CVE-2009-0891,0,Application,PROPN,NNP,compound,pn
CVE-2009-0891,0,Server,PROPN,NNP,pobj,pn
CVE-2009-0891,0,7,NUM,CD,nummod,vrs
CVE-2009-0891,0,before,ADP,IN,prep,<
CVE-2009-0891,0,Fix,PROPN,NNP,compound,update
CVE-2009-0891,0,Pack,NOUN,NN,pobj,update
CVE-2009-0891,0,1,NUM,CD,nummod,update
CVE-2009-0891,0,(,PUNCT,-LRB-,punct,sp
CVE-2009-0891,0,7.0.0.1,NUM,CD,appos,vre
CVE-2009-0891,0,),PUNCT,-RRB-,punct,sp
CVE-2009-0891,0,",",PUNCT,",",punct,sp
CVE-2009-0891,0,6.1,NUM,CD,appos,vrs
CVE-2009-0891,0,before,ADP,IN,prep,<
CVE-2009-0891,0,Fix,PROPN,NNP,compound,update
CVE-2009-0891,0,Pack,PROPN,NNP,pobj,update
CVE-2009-0891,0,23,NUM,CD,nummod,update
CVE-2009-0891,1,(,PUNCT,-LRB-,punct,sp
CVE-2009-0891,1,"6.1.0.23),and",NUM,CD,nummod,vre
CVE-2009-0891,1,6.0.2,NUM,CD,nsubj,vrs
CVE-2009-0891,1,before,ADP,IN,prep,<
CVE-2009-0891,1,Fix,PROPN,NNP,compound,update
CVE-2009-0891,1,Pack,PROPN,NNP,pobj,update
CVE-2009-0891,1,33,NUM,CD,nummod,update
CVE-2009-0891,1,(,PUNCT,-LRB-,punct,sp
CVE-2009-0891,1,6.0.2.33,NUM,CD,appos,vre
CVE-2009-0891,1,),PUNCT,-RRB-,punct,sp
CVE-2009-0891,1,does,VERB,VBZ,aux,O
CVE-2009-0891,1,not,ADV,RB,neg,O
CVE-2009-0891,1,properly,ADV,RB,advmod,O
CVE-2009-0891,1,enforce,VERB,VB,ROOT,O
CVE-2009-0891,1,(,PUNCT,-LRB-,punct,O
CVE-2009-0891,1,1,NUM,CD,nummod,O
CVE-2009-0891,1,),PUNCT,-RRB-,punct,O
CVE-2009-0891,1,nonce,NOUN,NN,dobj,O
CVE-2009-0891,1,and,CCONJ,CC,cc,O
CVE-2009-0891,1,(,PUNCT,-LRB-,punct,O
CVE-2009-0891,1,2,NUM,CD,meta,O
CVE-2009-0891,1,),PUNCT,-RRB-,punct,O
CVE-2009-0891,1,timestamp,NOUN,NN,compound,O
CVE-2009-0891,1,expiration,NOUN,NN,compound,O
CVE-2009-0891,1,values,NOUN,NNS,conj,O
CVE-2009-0891,1,in,ADP,IN,prep,O
CVE-2009-0891,1,WS,PROPN,NNP,compound,O
CVE-2009-0891,1,-,PUNCT,HYPH,punct,O
CVE-2009-0891,1,Security,PROPN,NNP,compound,O
CVE-2009-0891,1,bindings,NOUN,NNS,pobj,O
CVE-2009-0891,1,as,ADP,IN,mark,O
CVE-2009-0891,1,stored,VERB,VBN,advcl,O
CVE-2009-0891,1,in,ADP,IN,prep,O
CVE-2009-0891,1,the,DET,DT,det,O
CVE-2009-0891,1,com.ibm.wsspi.wssecurity.core,PROPN,NNP,compound,O
CVE-2009-0891,1,custom,NOUN,NN,compound,O
CVE-2009-0891,1,property,NOUN,NN,pobj,O
CVE-2009-0891,1,",",PUNCT,",",punct,O
CVE-2009-0891,1,which,DET,WDT,nsubj,O
CVE-2009-0891,1,allows,VERB,VBZ,relcl,O
CVE-2009-0891,1,remote,ADJ,JJ,amod,O
CVE-2009-0891,1,authenticated,VERB,VBN,amod,O
CVE-2009-0891,1,users,NOUN,NNS,nsubj,O
CVE-2009-0891,1,to,PART,TO,aux,O
CVE-2009-0891,1,conduct,VERB,VB,ccomp,O
CVE-2009-0891,1,session,NOUN,NN,compound,O
CVE-2009-0891,1,hijacking,NOUN,NN,compound,O
CVE-2009-0891,1,attacks,NOUN,NNS,dobj,O
CVE-2009-0891,1,.,PUNCT,.,punct,O
CVE-2017-8040,0,In,ADP,IN,ROOT,O
CVE-2017-8040,0,Single,PROPN,NNP,compound,pn
CVE-2017-8040,0,Sign,NOUN,NN,compound,pn
CVE-2017-8040,0,-,PUNCT,HYPH,punct,pn
CVE-2017-8040,0,On,NOUN,NN,pobj,pn
CVE-2017-8040,0,for,ADP,IN,prep,pn
CVE-2017-8040,0,Pivotal,PROPN,NNP,compound,pn
CVE-2017-8040,0,Cloud,PROPN,NNP,compound,pn
CVE-2017-8040,0,Foundry,PROPN,NNP,pobj,pn
CVE-2017-8040,0,(,PUNCT,-LRB-,punct,O
CVE-2017-8040,0,PCF,PROPN,NNP,appos,pn
CVE-2017-8040,0,),PUNCT,-RRB-,punct,O
CVE-2017-8040,1,1.3.x,NUM,CD,compound,vr
CVE-2017-8040,1,versions,NOUN,NNS,ROOT,O
CVE-2017-8040,1,prior,ADV,RB,advmod,<
CVE-2017-8040,1,to,ADP,IN,prep,<
CVE-2017-8040,1,1.3.4,NUM,CD,pobj,vre
CVE-2017-8040,1,and,CCONJ,CC,cc,sp
CVE-2017-8040,1,1.4.x,NUM,CD,compound,vr
CVE-2017-8040,1,versions,NOUN,NNS,conj,O
CVE-2017-8040,1,prior,ADV,RB,advmod,<
CVE-2017-8040,1,to,ADP,IN,prep,<
CVE-2017-8040,1,1.4.3,NUM,CD,pobj,vre
CVE-2017-8040,1,",",PUNCT,",",punct,O
CVE-2017-8040,2,an,DET,DT,det,O
CVE-2017-8040,2,XXE,PROPN,NNP,nmod,O
CVE-2017-8040,2,(,PUNCT,-LRB-,punct,O
CVE-2017-8040,2,XML,PROPN,NNP,compound,O
CVE-2017-8040,2,External,PROPN,NNP,nmod,O
CVE-2017-8040,2,Entity,PROPN,NNP,nmod,O
CVE-2017-8040,2,),PUNCT,-RRB-,punct,O
CVE-2017-8040,2,attack,NOUN,NN,nsubjpass,O
CVE-2017-8040,2,was,VERB,VBD,auxpass,O
CVE-2017-8040,2,discovered,VERB,VBN,ROOT,O
CVE-2017-8040,2,in,ADP,IN,prep,O
CVE-2017-8040,2,the,DET,DT,det,O
CVE-2017-8040,2,Single,PROPN,NNP,compound,O
CVE-2017-8040,2,Sign,PROPN,NNP,compound,O
CVE-2017-8040,2,-,PUNCT,HYPH,punct,O
CVE-2017-8040,2,On,PART,RP,compound,O
CVE-2017-8040,2,service,NOUN,NN,compound,O
CVE-2017-8040,2,dashboard,NOUN,NN,pobj,O
CVE-2017-8040,2,.,PUNCT,.,punct,O
CVE-2017-8040,3,Privileged,ADJ,JJ,amod,O
CVE-2017-8040,3,users,NOUN,NNS,nsubj,O
CVE-2017-8040,3,can,VERB,MD,aux,O
CVE-2017-8040,3,in,ADP,IN,prep,O
CVE-2017-8040,3,some,DET,DT,det,O
CVE-2017-8040,3,cases,NOUN,NNS,pobj,O
CVE-2017-8040,3,upload,VERB,VBP,ROOT,O
CVE-2017-8040,3,malformed,ADJ,JJ,dobj,O
CVE-2017-8040,3,XML,NOUN,NN,nsubj,O
CVE-2017-8040,3,leading,VERB,VBG,advcl,O
CVE-2017-8040,3,to,ADP,IN,prep,O
CVE-2017-8040,3,exposure,NOUN,NN,pobj,O
CVE-2017-8040,3,of,ADP,IN,prep,O
CVE-2017-8040,3,data,NOUN,NNS,pobj,O
CVE-2017-8040,3,on,ADP,IN,prep,O
CVE-2017-8040,3,the,DET,DT,det,O
CVE-2017-8040,3,Single,PROPN,NNP,compound,O
CVE-2017-8040,3,Sign,PROPN,NNP,compound,O
CVE-2017-8040,3,-,PUNCT,HYPH,punct,O
CVE-2017-8040,3,On,PART,RP,nmod,O
CVE-2017-8040,3,service,NOUN,NN,compound,O
CVE-2017-8040,3,broker,NOUN,NN,compound,O
CVE-2017-8040,3,file,NOUN,NN,compound,O
CVE-2017-8040,3,system,NOUN,NN,pobj,O
CVE-2017-8040,3,.,PUNCT,.,punct,O
CVE-2007-4543,0,Cross,PROPN,NNP,subtok,O
CVE-2007-4543,0,-,NOUN,NN,subtok,O
CVE-2007-4543,0,site,NOUN,NN,compound,O
CVE-2007-4543,0,scripting,NOUN,NN,ROOT,O
CVE-2007-4543,0,(,PUNCT,-LRB-,punct,O
CVE-2007-4543,0,XSS,PROPN,NNP,nmod,O
CVE-2007-4543,0,),PUNCT,-RRB-,punct,O
CVE-2007-4543,0,vulnerability,NOUN,NN,appos,O
CVE-2007-4543,0,in,ADP,IN,prep,O
CVE-2007-4543,0,enter_bug.cgi,PROPN,NNP,pobj,O
CVE-2007-4543,0,in,ADP,IN,prep,O
CVE-2007-4543,0,Bugzilla,PROPN,NNP,compound,pn
CVE-2007-4543,0,2.17.1,NUM,CD,pobj,vrs
CVE-2007-4543,0,through,ADP,IN,prep,<=
CVE-2007-4543,0,2.20.4,NUM,CD,pobj,vre
CVE-2007-4543,0,",",PUNCT,",",punct,sp
CVE-2007-4543,1,2.22.x,NUM,CD,ROOT,vr
CVE-2007-4543,1,before,ADP,IN,prep,<
CVE-2007-4543,1,2.22.3,NUM,CD,pobj,vre
CVE-2007-4543,1,",",PUNCT,",",punct,sp
CVE-2007-4543,1,and,CCONJ,CC,cc,sp
CVE-2007-4543,1,3.x,NUM,CD,dep,vr
CVE-2007-4543,1,before,ADP,IN,prep,<
CVE-2007-4543,1,3.0.1,PROPN,NNP,pobj,vre
CVE-2007-4543,1,allows,VERB,VBZ,conj,O
CVE-2007-4543,1,remote,ADJ,JJ,amod,O
CVE-2007-4543,1,attackers,NOUN,NNS,nsubj,O
CVE-2007-4543,1,to,PART,TO,aux,O
CVE-2007-4543,1,inject,VERB,VB,ccomp,O
CVE-2007-4543,1,arbitrary,ADJ,JJ,amod,O
CVE-2007-4543,1,web,NOUN,NN,compound,O
CVE-2007-4543,1,script,NOUN,NN,dobj,O
CVE-2007-4543,1,or,CCONJ,CC,cc,O
CVE-2007-4543,1,HTML,NOUN,NN,conj,O
CVE-2007-4543,1,via,ADP,IN,prep,O
CVE-2007-4543,1,the,DET,DT,det,O
CVE-2007-4543,1,buildid,NOUN,NN,compound,O
CVE-2007-4543,1,field,NOUN,NN,pobj,O
CVE-2007-4543,1,in,ADP,IN,prep,O
CVE-2007-4543,1,the,DET,DT,det,O
CVE-2007-4543,1,"""",PUNCT,``,punct,O
CVE-2007-4543,1,guided,VERB,VBN,amod,O
CVE-2007-4543,1,form,NOUN,NN,pobj,O
CVE-2007-4543,1,.,PUNCT,.,punct,O
CVE-2007-4543,2,"""",PUNCT,'',ROOT,O
CVE-2018-7059,0,Aruba,PROPN,NNP,compound,pn
CVE-2018-7059,0,ClearPass,PROPN,NNP,nsubj,pn
CVE-2018-7059,0,prior,ADV,RB,advmod,<
CVE-2018-7059,0,to,ADP,IN,prep,<
CVE-2018-7059,0,6.6.9,NUM,CD,pobj,vre
CVE-2018-7059,0,has,VERB,VBZ,ROOT,O
CVE-2018-7059,0,a,DET,DT,det,O
CVE-2018-7059,0,vulnerability,NOUN,NN,dobj,O
CVE-2018-7059,0,in,ADP,IN,prep,O
CVE-2018-7059,0,the,DET,DT,det,O
CVE-2018-7059,0,API,NOUN,NN,pobj,O
CVE-2018-7059,0,that,DET,WDT,nsubj,O
CVE-2018-7059,0,helps,VERB,VBZ,relcl,O
CVE-2018-7059,0,to,PART,TO,aux,O
CVE-2018-7059,0,coordinate,VERB,VB,xcomp,O
CVE-2018-7059,0,cluster,NOUN,NN,compound,O
CVE-2018-7059,0,actions,NOUN,NNS,dobj,O
CVE-2018-7059,0,.,PUNCT,.,punct,O
CVE-2018-7059,1,An,DET,DT,det,O
CVE-2018-7059,1,authenticated,ADJ,JJ,amod,O
CVE-2018-7059,1,user,NOUN,NN,nsubj,O
CVE-2018-7059,1,with,ADP,IN,prep,O
CVE-2018-7059,1,the,DET,DT,det,O
CVE-2018-7059,1,"""",PUNCT,``,punct,O
CVE-2018-7059,1,mon,NOUN,NN,nmod,O
CVE-2018-7059,1,"""",PUNCT,'',punct,O
CVE-2018-7059,1,permission,NOUN,NN,pobj,O
CVE-2018-7059,1,could,VERB,MD,aux,O
CVE-2018-7059,1,use,VERB,VB,ROOT,O
CVE-2018-7059,1,this,DET,DT,det,O
CVE-2018-7059,1,vulnerability,NOUN,NN,dobj,O
CVE-2018-7059,1,to,PART,TO,aux,O
CVE-2018-7059,1,obtain,VERB,VB,xcomp,O
CVE-2018-7059,1,cluster,NOUN,NN,compound,O
CVE-2018-7059,1,credentials,NOUN,NNS,dobj,O
CVE-2018-7059,1,which,DET,WDT,nsubj,O
CVE-2018-7059,1,could,VERB,MD,aux,O
CVE-2018-7059,1,allow,VERB,VB,relcl,O
CVE-2018-7059,1,privilege,NOUN,NN,compound,O
CVE-2018-7059,1,escalation,NOUN,NN,dobj,O
CVE-2018-7059,1,.,PUNCT,.,punct,O
CVE-2018-7059,2,This,DET,DT,det,O
CVE-2018-7059,2,vulnerability,NOUN,NN,nsubj,O
CVE-2018-7059,2,is,VERB,VBZ,ROOT,O
CVE-2018-7059,2,only,ADV,RB,advmod,O
CVE-2018-7059,2,present,ADJ,JJ,acomp,O
CVE-2018-7059,2,when,ADV,WRB,advmod,O
CVE-2018-7059,2,authenticated,VERB,VBN,advcl,O
CVE-2018-7059,2,as,ADP,IN,prep,O
CVE-2018-7059,2,a,DET,DT,det,O
CVE-2018-7059,2,user,NOUN,NN,pobj,O
CVE-2018-7059,2,with,ADP,IN,prep,O
CVE-2018-7059,2,"""",PUNCT,``,punct,O
CVE-2018-7059,2,mon,NOUN,NN,nmod,O
CVE-2018-7059,2,"""",PUNCT,'',punct,O
CVE-2018-7059,2,permission,NOUN,NN,pobj,O
CVE-2018-7059,2,.,PUNCT,.,punct,O
CVE-2002-1912,0,SkyStream,PROPN,NNP,ROOT,O
CVE-2002-1912,1,EMR5000,PROPN,NNP,punct,pn
CVE-2002-1912,1,1.16,NUM,CD,nsubj,vrs
CVE-2002-1912,1,through,ADP,IN,prep,<=
CVE-2002-1912,1,1.18,NUM,CD,pobj,vre
CVE-2002-1912,1,does,VERB,VBZ,aux,O
CVE-2002-1912,1,not,ADV,RB,neg,O
CVE-2002-1912,1,drop,VERB,VB,ROOT,O
CVE-2002-1912,1,packets,NOUN,NNS,dobj,O
CVE-2002-1912,1,or,CCONJ,CC,cc,O
CVE-2002-1912,1,disable,VERB,VB,conj,O
CVE-2002-1912,1,the,DET,DT,det,O
CVE-2002-1912,1,Ethernet,PROPN,NNP,compound,O
CVE-2002-1912,1,interface,NOUN,NN,dobj,O
CVE-2002-1912,1,when,ADV,WRB,advmod,O
CVE-2002-1912,1,the,DET,DT,det,O
CVE-2002-1912,1,buffers,NOUN,NNS,nsubj,O
CVE-2002-1912,1,are,VERB,VBP,advcl,O
CVE-2002-1912,1,full,ADJ,JJ,acomp,O
CVE-2002-1912,1,",",PUNCT,",",punct,O
CVE-2002-1912,1,which,DET,WDT,nsubj,O
CVE-2002-1912,1,allows,VERB,VBZ,relcl,O
CVE-2002-1912,1,remote,ADJ,JJ,amod,O
CVE-2002-1912,1,attackers,NOUN,NNS,nsubj,O
CVE-2002-1912,1,to,PART,TO,aux,O
CVE-2002-1912,1,cause,VERB,VB,ccomp,O
CVE-2002-1912,1,a,DET,DT,det,O
CVE-2002-1912,1,denial,NOUN,NN,dobj,O
CVE-2002-1912,1,of,ADP,IN,prep,O
CVE-2002-1912,1,service,NOUN,NN,pobj,O
CVE-2002-1912,1,(,PUNCT,-LRB-,punct,O
CVE-2002-1912,1,null,ADJ,JJ,amod,O
CVE-2002-1912,1,pointer,NOUN,NN,compound,O
CVE-2002-1912,1,exception,NOUN,NN,appos,O
CVE-2002-1912,1,and,CCONJ,CC,cc,O
CVE-2002-1912,1,kernel,NOUN,NN,compound,O
CVE-2002-1912,1,panic,NOUN,NN,conj,O
CVE-2002-1912,1,),PUNCT,-RRB-,punct,O
CVE-2002-1912,1,via,ADP,IN,prep,O
CVE-2002-1912,1,a,DET,DT,det,O
CVE-2002-1912,1,large,ADJ,JJ,amod,O
CVE-2002-1912,1,number,NOUN,NN,pobj,O
CVE-2002-1912,1,of,ADP,IN,prep,O
CVE-2002-1912,1,packets,NOUN,NNS,pobj,O
CVE-2002-1912,1,.,PUNCT,.,punct,O
CVE-2017-4941,0,VMware,PROPN,NNP,compound,O
CVE-2017-4941,0,ESXi,PROPN,NNP,nsubj,pn
CVE-2017-4941,0,(,PUNCT,-LRB-,punct,sp
CVE-2017-4941,0,6,NUM,CD,appos,vrs
CVE-2017-4941,0,before,ADP,IN,prep,<
CVE-2017-4941,0,ESXi600,PROPN,NNP,compound,update
CVE-2017-4941,0,-,PUNCT,HYPH,punct,update
CVE-2017-4941,0,201711101-SG,PROPN,NNP,pobj,update
CVE-2017-4941,0,",",PUNCT,",",punct,sp
CVE-2017-4941,0,5.5,NUM,CD,nummod,vre
CVE-2017-4941,0,ESXi550,PROPN,NNP,compound,update
CVE-2017-4941,0,-,PUNCT,HYPH,punct,update
CVE-2017-4941,0,201709101-SG,PROPN,NNP,punct,update
CVE-2017-4941,0,),PUNCT,-RRB-,punct,sp
CVE-2017-4941,0,",",PUNCT,",",punct,sp
CVE-2017-4941,0,Workstation,PROPN,NNP,conj,pn
CVE-2017-4941,0,(,PUNCT,-LRB-,punct,sp
CVE-2017-4941,0,12.x,PROPN,NNP,appos,vr
CVE-2017-4941,0,before,ADP,IN,prep,<
CVE-2017-4941,0,12.5.8,PROPN,NNP,pobj,vre
CVE-2017-4941,0,),PUNCT,-RRB-,punct,sp
CVE-2017-4941,0,",",PUNCT,",",punct,sp
CVE-2017-4941,0,and,CCONJ,CC,cc,sp
CVE-2017-4941,0,Fusion,PROPN,NNP,conj,pn
CVE-2017-4941,0,(,PUNCT,-LRB-,punct,sp
CVE-2017-4941,0,8.x,NUM,CD,appos,vr
CVE-2017-4941,0,before,ADP,IN,prep,<
CVE-2017-4941,0,8.5.9,NUM,CD,pobj,vre
CVE-2017-4941,0,),PUNCT,-RRB-,punct,sp
CVE-2017-4941,0,contain,VERB,VBP,ROOT,O
CVE-2017-4941,0,a,DET,DT,det,O
CVE-2017-4941,0,vulnerability,NOUN,NN,dobj,O
CVE-2017-4941,0,that,DET,WDT,nsubj,O
CVE-2017-4941,0,could,VERB,MD,aux,O
CVE-2017-4941,0,allow,VERB,VB,relcl,O
CVE-2017-4941,0,an,DET,DT,det,O
CVE-2017-4941,0,authenticated,VERB,VBN,amod,O
CVE-2017-4941,0,VNC,NOUN,NN,compound,O
CVE-2017-4941,0,session,NOUN,NN,nsubj,O
CVE-2017-4941,0,to,PART,TO,aux,O
CVE-2017-4941,0,cause,VERB,VB,ccomp,O
CVE-2017-4941,0,a,DET,DT,det,O
CVE-2017-4941,0,stack,NOUN,NN,compound,O
CVE-2017-4941,0,overflow,NOUN,NN,dobj,O
CVE-2017-4941,0,via,ADP,IN,prep,O
CVE-2017-4941,0,a,DET,DT,det,O
CVE-2017-4941,0,specific,ADJ,JJ,amod,O
CVE-2017-4941,0,set,NOUN,NN,pobj,O
CVE-2017-4941,0,of,ADP,IN,prep,O
CVE-2017-4941,0,VNC,PROPN,NNP,compound,O
CVE-2017-4941,0,packets,NOUN,NNS,pobj,O
CVE-2017-4941,0,.,PUNCT,.,punct,O
CVE-2017-4941,1,Successful,ADJ,JJ,amod,O
CVE-2017-4941,1,exploitation,NOUN,NN,nsubj,O
CVE-2017-4941,1,of,ADP,IN,prep,O
CVE-2017-4941,1,this,DET,DT,det,O
CVE-2017-4941,1,issue,NOUN,NN,pobj,O
CVE-2017-4941,1,could,VERB,MD,aux,O
CVE-2017-4941,1,result,VERB,VB,ROOT,O
CVE-2017-4941,1,in,ADP,IN,prep,O
CVE-2017-4941,1,remote,ADJ,JJ,amod,O
CVE-2017-4941,1,code,NOUN,NN,compound,O
CVE-2017-4941,1,execution,NOUN,NN,pobj,O
CVE-2017-4941,1,in,ADP,IN,prep,O
CVE-2017-4941,1,a,DET,DT,det,O
CVE-2017-4941,1,virtual,ADJ,JJ,amod,O
CVE-2017-4941,1,machine,NOUN,NN,pobj,O
CVE-2017-4941,1,via,ADP,IN,prep,O
CVE-2017-4941,1,the,DET,DT,det,O
CVE-2017-4941,1,authenticated,VERB,VBN,amod,O
CVE-2017-4941,1,VNC,PROPN,NNP,compound,O
CVE-2017-4941,1,session,NOUN,NN,pobj,O
CVE-2017-4941,1,.,PUNCT,.,punct,O
CVE-2017-4941,2,Note,NOUN,NN,ROOT,O
CVE-2017-4941,2,:,PUNCT,:,punct,O
CVE-2017-4941,3,In,ADP,IN,prep,O
CVE-2017-4941,3,order,NOUN,NN,pobj,O
CVE-2017-4941,3,for,ADP,IN,prep,O
CVE-2017-4941,3,exploitation,NOUN,NN,pobj,O
CVE-2017-4941,3,to,PART,TO,aux,O
CVE-2017-4941,3,be,VERB,VB,acl,O
CVE-2017-4941,3,possible,ADJ,JJ,acomp,O
CVE-2017-4941,3,in,ADP,IN,prep,O
CVE-2017-4941,3,ESXi,PROPN,NNP,pobj,O
CVE-2017-4941,3,",",PUNCT,",",punct,O
